Label,Sentence,Chunk ID,MP Index,Match Type
Human activities,"storage and potential carbon capture and storage, during their construction and operation in and near the Wadden Sea World Heritage Site",2163.0,4.0,exact
Human activities,risk of accidents involving harmful substances.,2163.0,4.0,exact
Prohibition,"Existing trilateral agreement (in the Trilateral Wadden Sea Plan (WSP) 2010 and World Heritage Nomination Dossier) prohibiting the construction of wind turbines, and installations for oil and gas, and not allowing oil and gas exploration and exploitation in the World Heritage property",2163.0,4.0,exact
Multi-level management,Existing trilateral agreement supporting global and national efforts to mitigate causes of climate change at the regional level and to work towards a Wadden Sea Region as a CO2-neutral area ,2164.0,4.0,exact
Assessment,assessment of potential impacts on the marine ecosystem and bird migration,2167.0,4.0,exact
Assessment,"Risk assessment of carbon capture, storage, and transport future technology",2168.0,4.0,exact
Research,"The TWSC, through the trilateral groups responsible for energy and for research and in collaboration with the relevant groups and experts, to formulate relevant research questions to investigate (potential) effects of new types of energy production, storage, and transmission while considering nature conservation management and cumulative impacts ",2168.0,4.0,exact
Conservation,"Enhance the use of nature-based measures and maintenance practices in a collaborative approach with the competent authorities, based on the Climate Change Adaptation Strategy, which aims at natural resilience to climate change effects ",2169.0,4.0,exact
Multi-level management,seven basic elements: natural dynamics; interconnectivity; integration; flexibility; long-term approach; site specific approach; and participation.,2169.0,4.0,exact
Conservation,"place emphasis on strengthening the potential of coastal habitats such as saltmarshes and seagrasses in contributing to coastal protection, biodiversity conservation, and carbon sequestration",2169.0,4.0,exact
Human activities,Alterations of natural dynamic processes and the biodiversity of the Wadden Sea Cooperation Area due to existing measures ,2170.0,4.0,exact
Human activities,stabilisation of the coastline due to dykes,2170.0,4.0,exact
Human activities,loss of tidal flats and alteration of sediment and salt supply,2170.0,4.0,exact
Human activities,Increase in number and size of coastal flood defence and coastal protection measures to adapt to sea level rise may cause habitat and species loss,2170.0,4.0,exact
Climate change,Sea level rise may cause difficulties with inland drainage,2170.0,4.0,exact
Conservation,"Existing Trilateral Climate Change Adaptation Strategy (CCAS) (Annex 4, Tønder Declaration 2014) with seven basic elements aiming to improved resilience of the Wadden Sea Region to climate change for the benefit of nature conservation and the safety of inhabitants and visitors",2171.0,4.0,exact
Knowledge transfer,"Existing permanent expert group which stimulates the implementation of Annex 4, Tønder Declaration 2014 and updates the priorities, supports initiatives for knowledge exchange, studies to assess effects of climate change as well as adaptation measures",2171.0,4.0,exact
Knowledge transfer,Existing knowledge and experience that site managers have in combination with existing good cooperation with the coastal flood defence and protection agencies,2171.0,4.0,exact
Stakeholder collaboration,Site managers to enhance and maintain communication and collaboration with the agencies and authorities re sponsible for coastal flood defence and protection ,2172.0,4.0,exact
Water management,"opportunity to introduce nature-based solutions, with priority no-regret measures, especially when alterations or new costal flood defence and protection structures are planned ",2172.0,4.0,exact
Assessment,"consider the Wadden Sea World Heritage Site's OUV in the application of Environmental Impact Assessments, Strategic Impact Assessments, and regulations",2172.0,4.0,exact
Stakeholder collaboration,Encourage cooperation of site managers with agencies and authorities responsible for coastal flood defence and protection in pilot projects,2173.0,4.0,exact
Adaptation,Stimulate societal debate and motivation for adapting to an inevitable sea level rise in a nature- and climate- friendly manner,2173.0,4.0,exact
Knowledge transfer,"Continue to strengthen and share best practices, experience, and knowledge about specific topics of interest (e.g., nature-based solutions for coastal flood protection and defence (no-regret measures), good practice examples for coherence and compensation measures, relocation of (summer-) dykes, restoration of natural dynamics in dunes (e.g., over wash",2173.0,4.0,exact
Research,"Formulate relevant research questions to investigate potential for nature-based solutions, as well as adaptation and compensation measures",2173.0,4.0,exact
Restoration,"to restore natural dynamics and, when possible, develop trilateral research projects.",2174.0,4.0,exact
Conservation,The upcoming (pilot) projects on the implementation of nature-based solutions for coastal protection in the Wadden Sea should be used to quantify ecological and socio-economic effects and to be able to transfer these to a larger coherent area,2174.0,4.0,exact
Water management,"Continue to support and stimulate, where necessary, the agencies and authorities responsible for coastal flood defence and protection to implement more environmentally friendly solutions contributing to safeguarding the OUV.",2174.0,4.0,exact
Water management,"to continue to improve awareness among authorities and agencies responsible for planning, construction, and maintenance of coastal flood defence and protection measures of the following: the Wadden Sea World Heritage Site's natural geological dynamic processes (sediment dynamics), the role of natural factors in coastal protection (islands, dunes, salt marshes); the significance of river and marsh water body connectivity for fish and eco logical processes, the role of tidal processes for some coastal habitats",2175.0,4.0,exact
Knowledge transfer,"Information to the wider public through visitor and information centres, as well as the work of the International Wadden Sea School (IWSS). ",2142.0,4.0,exact
Stakeholder collaboration,"An outreach programme directed to coastal communities, those managing areas at risk of flooding until 2100, and other relevant actors in a collaborative approach with the competent authorities and based on the CCAS",2175.0,4.0,exact
Assessment,"To assess the status of implementation of the targets of the Wadden Sea Plan 2010, reliable scientific evidence is crucial",2176.0,4.0,exact
Framework,"The Trilateral Monitoring and Assessment Programme (TMAP), which also underpins the criteria for inscription onto the UNESCO World Heritage List, provides the necessary information ",2176.0,4.0,exact
Assessment,"By regularly publishing Wadden Sea Quality Status Reports (QSR), in which more than 100 scientists (QSR 2017) from the three Wadden Sea countries are involved, the development of the Wadden Sea ecosystem is described, and trend analyses are reported",2176.0,4.0,exact
Research,"the scientific community from the Netherlands, Germany and Denmark was invited to develop a Trilateral Research Agenda",2177.0,4.0,exact
Research,"This Agenda gives an overarching, comprehensive, and integrated view on the trilateral research needed in the Wadden Sea Region",2177.0,4.0,exact
Research,"It focuses on the three challenges of addressing human-nature interactions, coping with climate change and sea level rise, and working towards a sustainable coastal region",2177.0,4.0,exact
Research,"Specific research topics relevant for the management of the Wadden Sea Region are laid down in thematic lines touching upon: 1) climate, water, sediments, and subsurface; 2) ecology, biodiversity, and spatial processes; 3) cultural heritage, identity, and historical embedding; and 4) economy, society, and sustainable development. ",2177.0,4.0,exact
Research,To strengthen cooperation with the scientific community a Trilateral Programming Committee on Wadden Sea Research (TPC-WSR) was installed in order to establish a joint programme on research issues relevant to the Wadden Sea World Heritage Site,2178.0,4.0,exact
Stakeholder collaboration,The TPC-WSR will serve as a focal point to foster science cooperation and applied research in the Wadden Sea World Heritage Site,2179.0,4.0,exact
Monitoring,The main technical purpose of monitoring the ecosystem and human activities is to collect data necessary for scientific evaluation of the status of the ecosystem and the intensity and impact of human use and its implications for the system,2179.0,4.0,exact
Assessment,This scientific assessment is an important basis for formulating policies and measures.,2180.0,4.0,exact
Knowledge transfer,"Scientific knowledge is a prerequisite for developing appropriate monitoring, for the application of assessment criteria and for formulating policy goals to protect the ecosystem. ",2180.0,4.0,exact
Monitoring,"The Trilateral Monitoring and Assessment Programme (TMAP) covers the entire Wadden Sea Cooperation Area and spans a broad range, from physiological processes to population developments to changes in landscape and morphology",2180.0,4.0,exact
Coherence,"the TWSC aims to foster the adjustment of the TMAP to today’s obligations (for example, climate change and its impact) and to guarantee a future-proof approach with the necessary synergies with existing monitoring programmes",2181.0,4.0,exact
Monitoring,"The QSR Thematic Reports are updated at regular intervals based on data availability, trilateral events, or emerging issues",2182.0,4.0,exact
Climate change,• Impacts of climate change ,2123.0,4.0,exact
Legislation,"• EU Directives: Habitats Directive (habitat types with unknown status, especially sublittoral); Marine Strategy Framework Directive (Wadden Sea relevant descriptors such as Marine litter and new pollutants); Birds Directive; Water Framework Directive; and Alien Species Regulation",2183.0,4.0,exact
Framework,"This must adhere to the greatest possible conformity with national monitoring programmes, requirements, and schemes where the three countries address EU and other monitoring obligations.",2184.0,4.0,exact
Knowledge transfer,"The TWSC is a globally outstanding example for the knowledge and experiences it holds when it comes to policy, management, research, and monitoring of a large-scale mudflat and barrier islands eco system.",2184.0,4.0,exact
Management variation,"Management of the Wadden Sea, as a single ecosystem shared by three countries, requires knowledge of the entire system",2184.0,4.0,exact
Knowledge transfer,first scientific Wadden Sea symposium in 1975 where scientists called for better protection of the Wadden Sea and a trilaterally coordinated effort,2185.0,4.0,exact
Knowledge transfer,"Today, the scientific symposia, which take place about every four years, play a crucial role in the TWSC, by enhancing exchange between scientists, site managers, and stakeholders, and giving advice to the Trilateral Governmental Conferences",2185.0,4.0,exact
Knowledge transfer,"Since its establishment in 1987, the CWSS has developed into a trilateral “knowledge management hub”, providing access to data, publications and reports relevant for trilateral policy, management, research, and monitoring.",2185.0,4.0,exact
Knowledge transfer,"At an international level, an ongoing exchange of knowledge and experience is carried out with site managers from other Marine World Heritage Sites or mud-flat ecosystems sites to enhance understanding of natural systems and how to manage them",2186.0,4.0,exact
Stakeholder collaboration,"New forms of cross-sector collaborations could be developed to foster knowledge exchange trilaterally (such as “communities of practice”, which are organised groups of people that collaborate regularly to share information, improve skills, and work on advancing knowledge on a specific topic of common interest).",2187.0,4.0,exact
Knowledge transfer,"Visitor information, environmental education, and opportunities to experience nature have evolved throughout the Wadden Sea Region over several decades",2188.0,4.0,exact
Heritage inclusion,"In order to protect and maintain it, the Outstanding Universal Value (OUV) of the Wadden Sea must be known, understood, and respected. ",2188.0,4.0,exact
Knowledge transfer,"The Wadden Sea Strategy on Education for Sustainable Development and World Heritage Interpretation16, adopted in 2018, provides a transboundary frame work for environmental education and interpretation in the entire Wadden Sea World Heritage Site",2189.0,4.0,exact
Knowledge transfer,"It builds on local, regional, and national concepts and activities with the aim of promoting the Wadden Sea’s OUV in a transboundary and interdisciplinary approach",2189.0,4.0,exact
Knowledge transfer,"qualification and training at a national level, enabling multipliers to integrate the trilateral and global context into their daily work. ",2189.0,4.0,exact
Knowledge transfer,the trilateral group responsible for education over sees the implementation of the strategy with the coordination of joint activities provided by the International Wadden Sea School (IWSS) (founded by the TWSC and nature NGOs in 2003) in cooperation with the CWSS. ,,,no match
Stakeholder collaboration,"The provision of trilateral information, education, and interpretation resources will enhance the quality of information and support consistent communication of the OUV across the regions",2191.0,4.0,exact
Stakeholder collaboration,"Communication is vital to make the Wadden Sea World Heritage Site known, understood, respected, and appreciated, and to support the protection of the site and maintain its OUV",2191.0,4.0,exact
Knowledge transfer,". The strategy includes key messages about the Wadden Sea World Heritage Site, as well as other topics related to the TWSC",2192.0,4.0,exact
Stakeholder collaboration,"The key messages serve as input to partners, stakeholders, and others while communicating about the Wadden Sea World Heritage Site",2192.0,4.0,split (first half)
Stakeholder collaboration,"The key messages serve as input to partners, stakeholders, and others while communicating about the Wadden Sea World Heritage Site",2193.0,4.0,split (second half)
Stakeholder collaboration,"The CWSS coordinates trilateral communication activities between its partners, for example the publication and updating of general information on the Wadden Sea World Heritage Site (website, leaflet, video, etc.).",2193.0,4.0,exact
Stakeholder collaboration,"At the national level, the communication strategy is implemented by site managers and stakeholders and is integrated into individual communication strategies and concepts",2193.0,4.0,exact
Stakeholder collaboration,Wadden Sea World Heritage Brand Paper and Brand Activation Guide are the tools that underpin this approach and aim to go beyond graphic design guidance by creating a sense of place to continuously strengthen ownership,2194.0,4.0,exact
Stakeholder collaboration,"The global dimension of the Wadden Sea World Heritage Site and the shared ownership to safeguard its OUV for present and future generations is an essence in the communication of multipliers at trilateral, national, regional, and local level",2195.0,4.0,exact
Stakeholder collaboration,Local and regional supporters have been of crucial importance in the protection of the Wadden Sea since its beginning more than 100 years ago,2195.0,4.0,exact
Stakeholder collaboration,. The involvement of civil society at all different levels continues to be a great strength for the protection and sustainable development of the Wadden Sea Region,2196.0,4.0,exact
Knowledge transfer,Local partners support protection and help to raise aware ness for nature conservation and sustainable development among guests and locals,2196.0,4.0,exact
Knowledge transfer,The inscription of the Wadden Sea onto the World Heritage List offered a further step and a unique opportunity to pool and strengthen existing skills and experience under one umbrella to ensure the protection and preservation of the Wadden Sea,2196.0,4.0,exact
Stakeholder collaboration,"The strategic partners (including the Wadden Sea Forum, the Wadden Sea Team of environmental NGOs, the trilateral group responsible for sustainable tourism, the trilateral science community, and the Wadden Sea Board chair representing the TWSC) were the first signatories of the Memorandum of Understanding sealing a mutual commitment to enhance the Wadden Sea World Heritage Site",2197.0,4.0,exact
Environmental variation,the Wadden Sea ecosystem sustains wildlife populations well beyond its borders and biodiversity on a worldwide scale is reliant on the Wadden Sea,2200.0,4.0,exact
Climate change,"Many of the challenges for the Wadden Sea’s management are equally faced by other protected areas all over the planet, such as the protection of migratory birds and fish, dealing with impacts of climate change on ecosystems, or reduction of marine litter",2200.0,4.0,exact
Stakeholder collaboration,"close collaboration with partners beyond the Wadden Sea, since what may happen outside the Wadden Sea (for example in the Artic or in Africa) may have consequences for management in the Wadden Sea (such as with the protection of birds) and vice versa",2201.0,4.0,exact
Multi-level management,The preservation of the Wadden Sea’s World Heritage key values is greatly influenced by the successful management of the interconnected sites,2201.0,4.0,exact
Stakeholder collaboration,the Wadden Sea Flyway Initiative (WSFI) was launched in 2012 to foster collaboration along the African Eurasian Fly ways,2201.0,4.0,exact
Stakeholder collaboration,"The WSFI established a network of partners working at important sites along the entire East Atlantic Flyway, from the Arctic region to the West African coast and beyond, with the Wadden Sea as an essential site used by different populations of waterbirds through the seasons",2202.0,4.0,exact
Stakeholder collaboration,Partners in more than thirty countries are working together to protect and manage their shared bird populations by cooperating in monitoring and capacity building activities,2202.0,4.0,exact
Stakeholder collaboration,"the WSFI is aiming for autonomous bird management in the African partner countries, to combat the impact of climate change for a resilient flyway and to enhance the long-lasting cooperation with Arctic countries",2202.0,4.0,exact
Stakeholder collaboration,"Successful cooperation has been established with west-African countries in particular, with the World Heritage Site National Park Banc d’Arguin in Mauritania (Memorandum of Understanding 2014), and also with Bijagòs Archipelago in Guinea Bissau",2203.0,4.0,exact
Coherence,"For the fish community of the Wadden Sea, interconnections on a regional scale are relevant as well",2203.0,4.0,exact
Research gap,Swimways in the Wadden Sea are less known and researched than flyways but are of proven relevance for fish migration between marine and fresh water habitats,2203.0,4.0,exact
Knowledge transfer,"Putting the Wadden Sea on the global scene also offers new pathways for international cooperation, mutual learning, and developing solutions for the preservation of the Wadden Sea in a rapidly changing world",2204.0,4.0,exact
Stakeholder collaboration,Cooperation with other World Heritage properties also helps to raise the profile of the Wadden Sea internationally and within the World Heritage Convention,2204.0,4.0,exact
Stakeholder collaboration,". An exchange with Yellow Sea countries has existed or many years. Both localities are tidal mudflat ecosystems of global importance for being among other, stopover sites for migratory birds.",2204.0,4.0,exact
Stakeholder collaboration,"The Trilateral Wadden Sea Cooperation (TWSC) cooperates with the Republic of Korea (Memorandum of Understanding 2009) regarding the exchange of management experiences and approaches, monitoring, research, education, and communication. Over the years this collaboration has involved in total over 2,100 people at both sites",2205.0,4.0,exact
Stakeholder collaboration,The TWSC also supported the Republic of Korea in the preparation of the World Heritage nomination dossier for the Korean Tidal Flats,2205.0,4.0,exact
Knowledge transfer,"Knowledge exchange will be the main topic of collaboration with Yellow Sea countries, and aims to share scientific knowledge for management, strengthen the capacity for communication and education, and provide many valuable examples for practitioners which they can apply at their sites",2206.0,4.0,exact
Knowledge transfer,"collaboration between the globally significant flyway sites, such as the African-Eurasian Flyway and East Asian-Australasian Flyway, can promote a mutual exchange in improving flyway management and research in mud-flat ecosystems worldwide",2206.0,4.0,exact
Stakeholder collaboration,The management of Swimways across and beyond the Wadden Sea is also of increasing importance in the area of international cooperation,2206.0,4.0,exact
Stakeholder collaboration,Tapping into the vast expertise contained within the network helps to accelerate achieving sustainable marine protected areas,2207.0,4.0,exact
Stakeholder collaboration,This Thematic Programme underlines the shared responsibility of stakeholders for conservation of cultural and natural heritage of Outstanding Universal Value (OUV) and for sustainable development through appropriate tourism management,2208.0,4.0,exact
Stakeholder collaboration,"The Wadden Sea is acknowledged worldwide as a useful example of transnational collaboration, pooling resources, and engaging tourism stakeholders in the protection of the OUV for mutual benefit",2209.0,4.0,exact
Knowledge transfer,"Managers, environmental NGOs, and other stakeholders active in the Wadden Sea World Heritage Site have used these opportunities for mutual learning in areas such as protected areas tourism, monitoring, and education",2209.0,4.0,exact
Coherence,"The Wadden Sea World Heritage Site, as one of the largest protected areas in Europe. contributes to the EU Biodiersity Strategy for 2030 and, most importantly, helps to build a coherent Trans-European Nature Network",2056.0,4.0,fuzzy
Coherence,The SIMP and the comprehensive management system of the Wadden Sea World Heritage Site (including the Wadden Sea Plan 2010 as joint management plan) can serve as a model for effective protected areas management,2210.0,4.0,exact
Conservation,the management of the Wadden Sea World Heritage Site contributes to the nature restoration targets of “ensuring at least 30% of EU protected species and habitats are in favourable conservation status or have positive trends by 2030” and to “restore marine ecosystems”.,2210.0,4.0,exact
Framework,"adds to the EU Biodiversity Strategy’s transformative change targets, such as “building on an integrated and whole of society approach”, “ensuring the full and timely implementation of the EU nature directives” and ""improving knowledge and research”",2211.0,4.0,exact
Framework,"The TWSC actively contributes to the implementation of Agenda 2030 for Sustainable Development, with its globally accepted Sustainable Development Goals (SDGs)",2211.0,4.0,exact
Framework,the Wadden Sea deliver important contributions to SDG 14 “Life under water” and SDG 15 “Life on land”,2212.0,4.0,exact
Adaptation,strengthens the natural resilience and adaptive capacity to climate-related effects (SDG 13).,2212.0,4.0,exact
Conservation,the trilateral cooperation’s actions and plans to protect and restore water resources and water-related ecosystems contribute to SDG 6 and support the area’s sustainable economy and leverages local culture (SDGs 8 and 12),2212.0,4.0,exact
Monitoring,The Committee for Spatial Quality (upon the introduction of the Environment and Planning Act: the Committee for Environmental Quality) will monitor the relationship between cultural heritage and spatial/environmental quality,2241.0,5.0,exact
Greenery,"The seventeenth-century City Council decided that the canals should be green. And so, trees were planted along the canals and large indoor gardens designed behind the canal houses",2275.0,5.0,exact
Greenery,"As early as 1600, Amsterdam started planting trees on a large scale and systematically",2275.0,5.0,exact
Greenery,The trees formed a crucial part of the ‘master plan’ of the canal ring area,2275.0,5.0,exact
Greenery,"With their regular planting pattern in a straight line along the water, they are part of the canal profile. ",2275.0,5.0,exact
Greenery,"linden tree was replaced by the elm, which was more resistant to city life.",2276.0,5.0,exact
Greenery,They provided a pleasant shade and their roots strengthened the quays.,2276.0,5.0,exact
Greenery,The foliage was suitable as fodder,2276.0,5.0,exact
Greenery,"wood was used to produce wooden shoes, cart wheels and lock gates",2276.0,5.0,exact
Greenery,Gardens behind the canal houses should be a feast for the eyes and help to boost the value of the houses,2276.0,5.0,exact
Greenery,it was laid down in a so-called ‘keur’ (an urban law) that the plots could only be partially built on. This resulted in the deep ‘keur gardens’.,2276.0,5.0,exact
Greenery,"Until the end of the eighteenth century, such a garden had a formal layout, with clean lines and geometric shapes.",2277.0,5.0,exact
Greenery,"Thanks to the seventeenth century ‘keur’ rules, the greenery has remained present in the canal ring area",2277.0,5.0,exact
Water management,"In the operational management of canals, locks, bridges and quay walls, water level management and the use of the water, the parties largely work together along programmatic lines",2347.0,5.0,exact
Conservation,"For the canal ring area, proper maintenance and reinforcement of the tree structure along the canals and the ‘keur gardens’ behind the canal houses are part of the values to be protected",2437.0,5.0,exact
Coherence,Amsterdam is developing a new working method for a future-proof city based on the Integral Design Method Public Space,2437.0,5.0,exact
Adaptation,"This method was primarily developed for biodiversity and climate adaptation, but the ambition is to use it more widely. ",2437.0,5.0,exact
Limited heritage inclusion,"It is recommended that in future attention for heritage will be included as an eighth theme, or to explicitly include heritage in the living environment and materials themes. ",2438.0,5.0,exact
Climate change,"Risks in this connection are flooding, waterlogging, subsidence, heat stress and loss of or undesirable changes in biodiversity. Risks associated with this can relate to all three SOUV criteria. Examples are the physical damage to buildings and the surroundings, or reduced perception value of the heritage.",2444.0,5.0,exact
Water management,Protection of the primary flood defences is national policy of the Ministry of Infrastructure and Water Management,2446.0,5.0,exact
Climate change,"The risk of waterlogging and damage to quays, roads and buildings by extremely heavy rains and increased supply of water from rivers is expressed by urgency in the stress test. ",2446.0,5.0,exact
Water management,"As a storage basin system, the river Amstel and the canals are at the limit of what they can discharge and store",2447.0,5.0,exact
Climate change,"extreme rain shower can increase the load, causing lower-lying parts of the city, including the parks and the northern district, to be flooded",2447.0,5.0,exact
Framework,"""High Water in the Storage Basin Special Control Plan” according to which a crisis organisation is activated and measures are taken",2448.0,5.0,exact
Water management,"target level is achieved by the control capacity present in the canal system itself. However, this is limited and also works fairly slowly, due to the presence of many old locks, gates and bulkheads",2448.0,5.0,exact
Water management,"If the water supply is excessive, it will be drained from the centre of Amsterdam to the North Sea Canal and the Amsterdam-Rhine Canal",2449.0,5.0,exact
Climate change,Peak showers of 150 – 200 millimetres are already flooding basements in the inner city,2449.0,5.0,exact
Water management,further discharge to the sea via the North Sea Canal takes place by gravity flow at low tide,2449.0,5.0,exact
Water management,pumping will take place by using the IJmuiden pumping station of the Directorate-General for Public Works and Water Management,2449.0,5.0,exact
Water management,"The plan starts with the drainage of water to Markermeer by gravity flow (if the level is low enough), followed by the deployment of the Zeeburg pumping station in combination with the closing of barriers at the IJ front (obviously with major con sequences for shipping), mobilising extra pumping capacity (NUON power station, Spuisluis in Oran jesluizen, Noordersluis IJmuiden) and closing the emergency barriers (Breukelen, Driemond) up to and including the closure of the entire Amstel front and ultimately the flooding of the De Ronde Hoep calamity polder",2450.0,5.0,exact
Water management,the water authority is investigating whether the drainage and storage capacity for Amsterdam will have to be increased,2451.0,5.0,exact
Water management,add extra and flexibly controllable pumps to drain the water to the sea,2451.0,5.0,exact
Water management,"to improve the flow in the canals of Amsterdam, for example when bridges are being renovated",2451.0,5.0,exact
Research,the Amsterdam Environmental Vision 2050 is research to be conducted into the re-excavation of canals filled in the past,2452.0,5.0,exact
Limited heritage inclusion,"This is linked to making the inner city more climate-proof, in combination with efforts to make it low-traffic, and might also strengthen the SOUV of the World Heritage Site.",2452.0,5.0,exact
Climate change,"Ground water levels that are too low can present a problem for greenery (trees, parks), cause subsidence, affect vulnerable foundations",2453.0,5.0,exact
Climate change,The areas where the current groundwater level is already low may be particularly vulnerable to more extreme dry spells due to climate change,2453.0,5.0,exact
Climate change,"the canal ring area faces low groundwater levels everywhere (from 1.25 to more than 1.5 metres below ground level), which makes it susceptible to desiccation",2453.0,5.0,exact
Climate change,Amsterdam has a large area with wooden pile foundations. The most vulnerable are the 19th Century Ring and the ‘20-’40 Belt. ,2454.0,5.0,exact
Knowledge transfer,"tides had to be taken into account and the tops of the wooden piles were placed deeper. At low tide they will not run dry, which reduces the risk of pile rot – and consequently subsidence",2454.0,5.0,exact
Water management,"The importance of shipping, the priority given to safety and the fact that the flood defences cannot withstand water levels below -0.50 metres NAP, plus the preventive need to avoid foundations drying out, mean that Amsterdam has a high priority in the Dutch water distribution.",2455.0,5.0,exact
Framework,"Desiccation is combated at the small-scale level of homes, streets and neighbourhoods in the Amsterdam Rainproof programme, and with measures that follow from the Climate Adaptation Implementation Agenda (April 2021) of the City of Amsterdam.",2455.0,5.0,exact
Knowledge transfer,"residents and businesses are informed about greening, water storage and disconnection of rainwater drainage",2455.0,5.0,exact
Prohibition,"based on the protection of the heritage there are restrictions as to the construction of façade gardens, flowerbeds and the disconnection of rainwater drainage at the front of buildings ",2456.0,5.0,exact
Greenery,Opportunities exist for green roofs and especially in the spacious green indoor gardens and ‘keur gardens’ behind the houses,2456.0,5.0,exact
Restricted greenery,private property and mandatory imposition is not really possible.,2456.0,5.0,exact
Water management,"the groundwater can be influenced by locally active groundwater replenishment, with the aim of preventing groundwater levels from becoming too low",2456.0,5.0,exact
Water management,Compartmentation in the canal system should prevent the city from ‘emptying’ at low water levels,2457.0,5.0,exact
Water management,The city storage basin can also in its entirety be closed off from the surrounding storage basins of the North Sea Canal and the Amsterdam-Rhine Canal and from the Amstel land storage basin,2457.0,5.0,exact
Water management,"In the event of collapse of a water barrier within or outside Amsterdam, a large part of the canal system could “empty” into the land behind it",2458.0,5.0,exact
Water management,"It is necessary to maintain the water level in the city, because too low a level (which might lead to too low groundwater levels) could lead to the collapse of quays and damage to buildings (subsidence)",2458.0,5.0,exact
Water management,The impact of prolonged drought is counteracted by the supply of water,2458.0,5.0,exact
Climate change,It is expected that the frequency of low river discharges will increase in future.” The latter has already been observed in the past five years. ,2459.0,5.0,exact
Climate change,"When the water supply is low, the water quality also decreases, with drawbacks for biology, health and the quality of life ",2459.0,5.0,exact
Climate change,These are of a temporary nature and do not affect the structure of the canal ring area,2459.0,5.0,exact
Monitoring,An extensive monitoring network is maintained with monitoring wells ,2460.0,5.0,exact
Climate change,"The heat makes outdoor space unpleasant to stay in and to work, play sports, shop or recreate",2461.0,5.0,exact
Climate change,"Extreme heat poses risks for human health and the perception of the area (relates to SOUV criterion ii), not necessarily to the physical aspects of the heritage",2461.0,5.0,exact
Greenery,"The City of Amsterdam expects benefit from the additional evaporation of plants and trees, which underlines the importance of the preservation (if necessary replanting) of trees along the canals and the (‘keur’) gardens behind the canal houses.",2462.0,5.0,exact
Greenery,Installing green roofs that remain out of sight from public areas ,2462.0,5.0,exact
Water management,"Improve the flow of canals, drainage and storage capacity",2462.0,5.0,exact
Greenery,Expand options for green roofs ,2463.0,5.0,exact
Greenery,"Amsterdam is also responsible for the management of the (monumental) bridges and quays in the canal area (Bridges and Quay Walls programme), the trees and public greenery.",2524.0,5.0,exact
Adaptation,allowing for a profitable exploitation,2570.0,6.0,exact
Adaptation,both site holders are now committed to developing an ambitious plan to make the entire Van Nelle complex more sustainable. ,2575.0,6.0,exact
Adaptation,effectively links into the city of Rotterdam’s efforts towards creating a sustainable future,2575.0,6.0,exact
Adaptation,it wants to develop into a sustainable hotspot with a guiding role in the field of sustainability,2575.0,6.0,exact
Conservation,"Once these adjustments have actually been realised, the complex will not only be restored to its former glory as much as possible, but it will also be future-proof.",2583.0,6.0,exact
Research,The aim is to have a concrete feasibility study (technical and financial) completed in 2021 for the construction of an installation for heat recovery and storage,2586.0,6.0,exact
Research,An initial study showed that this can reduce the gas consumption of the complex by approximately 80% and the power consumption of the data centre by approximately 30%,2586.0,6.0,exact
Adaptation,The aim will be to develop an attractive environment for the Van Nellefabriek during the 2020 2030 period,2597.0,6.0,exact
Heritage inclusion,which matches the image of the World Heritage Status and takes the integrity of the complex into account,2597.0,6.0,exact
Heritage inclusion,"Protecting, enhancing and developing cultural historical, ecological and scenic values",2613.0,7.0,exact
Knowledge transfer,Increasing the recognisability and public awareness of Schokland,2613.0,7.0,exact
Heritage inclusion,Credibility (the Outstanding Universal Value – each World Heritage site is unique) ,2613.0,7.0,exact
Conservation,Conservation (preservation of World Heritage values),2613.0,7.0,exact
Knowledge transfer,Communication (providing information on the World Heritage site) ,2613.0,7.0,exact
Knowledge transfer,"Capacity building (developing knowledge, economy, employment)",2613.0,7.0,exact
Stakeholder collaboration,Communities (collaboration with the environment).,2613.0,7.0,exact
Stakeholder collaboration,All this can be attributed to the joint efforts of everyone involved in Schokland. Collaboration is the basis. ,2615.0,7.0,exact
Monitoring,We prepare regular reports for UNESCO and pay attention to the topics of sustainability and emergency,2616.0,7.0,exact
Conservation,"Regular tasks deal with the management of roads, watercourses, green areas and open areas.",2616.0,7.0,exact
Conservation,Archaeological management P13/14 -> Het Flevo-landschap,2617.0,7.0,exact
Conservation,Terps & harbour: regular management -> Het Flevo-landschap Municipality of Noordoostpolder,2617.0,7.0,exact
Knowledge transfer,Terp Middelbuurt and Schokland Museum -> Cultuurbedrijf Noordoostpolder and municipality of Noordoostpolder,2618.0,7.0,exact
Conservation,Regular management and maintenance of the grounds of the Flevoland landscape -> Het Flevo-landschap,2618.0,7.0,exact
Monitoring,Monitoring wildlife and vegetation -> Het Flevo-landschap,2618.0,7.0,exact
Water management,Supervision and water level management -> Zuiderzeeland Water Board,2618.0,7.0,exact
Conservation,Maintenance of waterworks  -> Zuiderzeeland Water Board,2618.0,7.0,exact
Monitoring,Groundwater monitoring -> Zuiderzeeland Water Board,2618.0,7.0,split (first half)
Monitoring,Groundwater monitoring -> Zuiderzeeland Water Board,2619.0,7.0,split (second half)
Conservation,Consolidation of quays on the Northside -> Zuiderzeeland Water Board,2619.0,7.0,exact
Monitoring,Monitoring ground subsidence -> Province of Flevoland,2619.0,7.0,exact
Monitoring,Monitoring (nationally) listed buildings -> Province of Flevoland,2619.0,7.0,exact
