label,chunk_id,mp_index,text_chunk,rank,bucket,in_ground_truth,llm_score,llm_reason
Limited heritage inclusion,1794,3,"e desired situation as regards spatial planning for the area of operation of this pact is laid down in the Implementation Plan 'Effective Implementation 2011-2020' [ Doelgericht Uitvoeren 2011-2020 ]. In 2018, work started on drawing up a new implementation programme for 2019 to 2022. With an approach based on area development, a substantial part of the physical and spatial planning task in the southern part of the New Dutch Waterline has been completed.

Heritage Framework 2016-2020 'Imaginative Power of Heritage'

'Heritage does not stand alone, but is a valuable part of our living environment.' This first sentence of the policy framework 'Imaginative Power of Heritage' [ Verbeeldingskracht van erfgoed ] underlines the importance of heritage for the society of NoordBrabant. For Noord-Brabant this is based on the power of heritage as a stimulator of imagination, but also as a binding force in our society.",9,B,False,1,The text describes general heritage policy and spatial planning but contains no mention of climate adaptation or a lack of heritage inclusion in such plans.
Limited heritage inclusion,1712,3,"ational interests. In the explanation to the Strategic Structure Agenda, the World Heritage Site and the planned extension with the New Dutch Waterline are referred to as being of national importance.

The Strategic Structure Agenda is elaborated further in the Vision for Heritage and Spatial Planning (Choosing Character). This Vision for Heritage and Spatial Planning establishes the relationship between heritage policy and spatial planning. One of the five priorities is the World Heritage Site: safeguarding coherence and   enhancing the appearance and effect. The Vision for Heritage and Spatial Planning is translated by the provinces into provincial by-laws. In 2012, the Dutch government decided to give legal area protection to areas that have UNESCO World Heritage Site status or that have been nominated for that status.

This area protection is in addition to the protection of individual built structures and urban conservation areas (see below).",18,B,False,1,The text describes heritage protection and planning frameworks but contains no mention of climate adaptation or a lack of heritage inclusion in such plans.
Limited heritage inclusion,2047,4,"munication of World Heritage values and climate change effects in relation to economic, social, and cultural values is essential as are trilateral knowledge exchange and interdisciplinary discussions.
-   The SIMP key topics are related to human activities relying on ecosystem services and taking place inside of and adjacent to the World Heritage Site. The five key topics are: 1) Fisheries; 2) Tourism; 3) Shipping and Ports; 4) Renewable Energy and Energy from Oil and Gas; and, 5) Coastal Flood Defence and Protection.
-   Whilst the protection of the OUV and limiting potential impacts is guaranteed by European and/or national regulations and agreements, the SIMP defines where the trilateral approach is of added value.
-   The Statement of Outstanding Universal Value as adopted by the World Heritage Committee in 2014, notes that these topics may pose threats, to the integrity of the Wadden Sea World Heritage Site and therefore require continuous attention.",8,B,False,1,"The text describes a framework for protecting heritage values and managing threats, rather than demonstrating a lack of heritage-inclusive decision-making."
Limited heritage inclusion,1423,2,"| Ongoing &#124; BKEEP c.s.                                                                                                                                                                                                                                    |
| 4c - Media                                   | 4c1 - Active media approach                                                                                                                                                                                                                                                                                                                                                          | Ong",2867,C,False,1,The text chunk contains fragmented administrative data and media approach labels with no mention of heritage or climate adaptation decision-making.
Management variation,2071,4,"nd plans.

Finally, in the framework of the SIMP, the TWSC (including site managers) agree on aspects where trilateral cooperation can contribute towards their tasks of protecting the OUV (see Ch. 5). The SIMP acknowledges existing differences in the legal responsibilities and competences of site managers in the three countries.

1.7 Review of the SIMP

The SIMP will be revised regularly by the Wadden Sea Board (WSB). Given the nature of the SIMP, progress reports in due time before the Trilateral Governmental Conferences and a review cycle of 10-12 years are foreseen. The regular reports will highlight progress made done trilaterally and by each country in implementing SIMP activities. The 10-12 year review presents the opportunity to adapt the SIMP to the management requirements of the TWSC, including selection of key topics, with the support and participation of all parties involved in implementing the plan.",452,A,True,4,"The text explicitly acknowledges existing differences in legal responsibilities and competences among site managers across three countries, directly aligning with the definition of management variation."
Management variation,2065,4,"ed in an iterative and participative process involving nature conservation institutions at different levels and considering the Wadden Sea's site managers' recommendations, the prioritisation by Task Group World Heritage, and the selection criteria of urgency, direct effect on the OUV and need to address at the trilateral level submitted in the Leeuwarden Declaration (2018).

Additionally, the Statement of OUV notes that these topics may pose key threats to the integrityof the Wadden Sea World Heritage Site and therefore need permanent attention. At the same time, if practices in the key topics evolve towards more sustainability this can support the area's conservation. Furthermore, these topics are challenging since the work of the TWSC on these topics has to actively engage the competent authorities and integrate the range of competences of site managers in those key topics. Addressing these at a trilateral level leverages the existing opportunities.",68,A,True,4,The text explicitly discusses the challenge of integrating a range of competences across different site managers and authorities to address threats to a shared trilateral system.
Management variation,2225,5,"|  23 |
| 3 Location, buffer zone and ownership                                   |  25 |
| 3.1 Location                                                            |  25 |
| 3.2 Boundaries and buffer zone                                          |  26 |
| 3.3 Ownership                                                           |  26 |
| 4 Safeguarding in legal and policy frameworks                           |  28 |
| 4.1 International treaties, conventions and charters                    |  28 |
| 4.2 National policies, laws and regulations                             |  29 |
| 4.3 Municipal implementation of national policies, laws and regulations |  32 |
| 5 Organisation management canal ring area                               |  38 |
| 5.1 Administrative management                                           |  38 |
| 5.2 Siteholder and site manager                                         |  39 |
| 5.",8,B,False,4,"The text outlines ownership, legal frameworks across international, national, and municipal levels, and administrative management, all of which are core components of management variation."
Management variation,55,0,"d to management measures in order to effectively anticipate them and to intervene whenever necessary, thus preventing adverse effects on the OUV, the heritage and the spatial quality in a broad sense. Most management measures have already been incorporated in existing policies of municipalities, provinces, regions or the State, and are included in the management as implemented by them or by appointed agencies, water managers, project managers and owners. The Colony management and the site managers monitor the trends and identify relevant events. These developments are monitored and discussed in consultations between governments, stakeholders and landowners. The Site holders will develop a common vision on the way to anticipate spatial and functional developments.

dealing with climate change, environmental impact and calamities

Climate change is not yet experienced as a decisive factor on a local/regional level.",2,B,False,4,"The text explicitly describes a fragmented management structure involving multiple levels of government, agencies, and owners, which aligns with the concept of jurisdictional and management variation."
Management variation,255,0,"s not conform to higher-level policy. However, such instruments (suspension, designation) are rarely used in practice, since the process of coordination and consensus prevails between the governments. In order to reinforce the consensus model, the Site holders can decide to use positive instruments to help parties in resolving disputes, for example by initiating or carrying out research, by seeking expert advice or through the use of additional resources. The Advisory Committee for Science, Education and Quality, or its members with specific expertise, can be called in as advisory body, also through the site manager by the Colony managers. A further option is to resort to mediation. Only as an ultimate and best avoided remedy, controlling and corrective instruments may be employed, or referring the issue to the steering group and/or IGC.",11,B,False,4,"The text describes the mechanisms used to resolve disputes and coordinate between different site and colony managers, directly addressing the management of jurisdictional and approach variations."
Management variation,859,1,"frontiers around the Mediterranean Region'.

In 2017, a thematic study was presented to the World Heritage Committee, developed and adopted by the joint partners of the Frontiers of the Roman Empire . This study provided an overview of the remains of the frontiers of the Roman Empire, extending across the continents of Africa, Asia and Europe (fig. 1). In the thematic study, five different frontier types were distinguished across the Frontiers of the Roman Empire as a whole, each type displaying clear differences in the densities, disposition, type and size of military installations, reflecting variations in climatic and geographical conditions, habitation and land use, external threats and political interests. These five groups are:

- the	desert	frontiers	of	the	Roman	provinces	of	Africa,	Egypt,	Arabia	and	southern	Syria;
- the	frontiers	of	northern	Syria	and	Cappadocia	(Turkey),	constituting	the	frontier	with	the	powerful	Parthian	Empire	in	the	East;
- the	frontiers	along	the	Europe",2285,C,False,1,"The text describes archaeological and geographical variations in frontier types, not differences in legal responsibilities or management approaches."
Maritime management,2051,4,"ivities are intended be performed by the TWSC bodies in collaboration with relevant institutions and stakeholders to continue to improve awareness, to enhance the nature conservation aspect in sustainable tourism by adding the expertise of site managers, and to strengthen initiatives for cross-border cooperation for fostering nature conservation by, inter alia, addressing gaps in knowledge regarding tourism impacts on the OUV.
-   In the key topic of shipping and ports, the objective is to further improve shipping safety, building on the comparatively high status

of prevention of accidents, preparedness, and emergency response, and to foster nature friendly and climate-neutral operations. The activities should be performed by the TWSC bodies in collaboration with relevant institutions and stakeholders to discuss the further implementation of the Operational Plans for the Wadden Sea Particularly Sensitive Sea Area (PSSA) (Annex 5, Tønder Declaration 2014); they should also continue to",3,A,True,4,"The text explicitly addresses shipping and port operations, focusing on safety, climate-neutral operations, and the implementation of operational plans."
Maritime management,2153,4,"tion initiatives.
- H. Strengthening and expanding communication and collaboration with the authorities, agencies, and small and medium sized enterprises (SME) responsible for tourist activities.
- I. Strengthening interdisciplinary dialogue and research between natural and social sciences about values in nature conservation, protected area management, and sustainable development.

5.3 Key Topic Shipping and Ports

Objective

Further improve shipping safety, building on the comparatively high status of prevention of accidents, preparedness, and emergency response, and foster nature friendly and climate-neutral operations, including the maintenance of ports with reduced pressures on the environment, and enhance awareness, education, and cooperation in a collaborative approach at the trilateral level.

Main risks

- Ship accidents resulting in the release of pollutants.",2,A,True,4,"The text explicitly addresses shipping safety, port maintenance, and vessel operations, which align directly with the definition of maritime management."
Maritime management,2156,4,"with the Wadden Sea Forum, relevant authorities, environmental NGOs, and other partners, to facilitate trilateral dialogue regarding climate- and nature-friendly shipping in the trilateral Wadden Sea.

Activities

1 The TWSC in cooperation with the competent national authorities, to discuss further implementation of Operational Plans for the Wadden Sea PSSA (Annex 5, Tønder Declaration 2014), including issues proposed by site managers, environmental NGOs and municipalities, and an assessment of the response capacity to shipping accidents in each country.

2 The TWSC to stimulate and facilitate trilateral exchange and dialogue between site managers and involving experts, institutions and industry working on for example bullet points A. to G. (below) with direct impact on the Wadden Sea World Heritage Site and its key values, this should take into consideration other ongoing initiatives and groups at the national and regional levels (e.g.",9,B,False,5,"The text explicitly discusses the strategic coordination of shipping, port-related operational plans, and vessel accident response within a maritime heritage site."
Maritime management,2186,4,"t in 1987, the CWSS has developed into a trilateral 'knowledge management hub', providing access to data, publications and reports relevant for trilateral policy, management, research, and monitoring.

The annual Wadden Sea Day, dealing with management and research topics, supports exchange between site managers and provides the most recent knowledge across the three countries.

Trilateral working groups at expert and manager levels meet regularly to compile, assess, and provide recommendations for the three governments.

They connect local and national management with trilateral management and policies.

At an international level, an ongoing exchange of knowledge and experience is carried out with site managers from other Marine World Heritage Sites or mud-flat ecosystems sites to enhance understanding of natural systems and how to manage them.",13,B,False,1,"The text focuses on environmental and ecological management of a World Heritage site, not the industrial shipping and logistics defined by the label."
Maritime management,2154,4,"essures on the environment, and enhance awareness, education, and cooperation in a collaborative approach at the trilateral level.

Main risks

- Ship accidents resulting in the release of pollutants.
-   Pollution from ongoing shipping operations, including gas emissions, discharge of scrubber washwater, the use of dispersants in emergency response operations, and the introduction of alien species, especially by ballast water and biofouling.
-   Disturbance due to underwater noise from ships and physical impacts from collisions with marine mammals and displacement due to visual disturbance.
-   Interference with natural dynamic processes, for example due to dredging and disposal of sediment or by port expansion.
-   Disturbance, accidents (collisions) and other negative impacts due to marine traffic, including water sports.

Enabling environment

-   The Wadden Sea is a Particularly Sensitive Sea Area (PSSA).",20,B,False,4,"The text details operational risks and environmental impacts directly related to shipping, port expansion, and marine traffic management."
Maritime management,1201,2,"nutes, but it can also be an hour and a half! In order to reproduce this, Eisinga used eccentric cogwheels.

08 · The two small clocks next to the closet-bed provide information about the lunar orbit. Because the lunar orbit around the earth is elliptical, the distance from the moon to the earth is not always the same. The point where the distance is greatest is called the farthest point (VP). This point is reached when the hands of the clock indicating 'distance of the moon from the farthest point' are both at zero. That is when the distance between the earth and the moon is at its greatest. If the large hand is at zero and the small one at six, the moon is at the nearest point (NP). The moon is then nearest to the earth.

09 · Above the closet-bed is the 'square of heaven or planisphere'. Because the earth rotates on its axis in 24 hours, the sun and the stars appear to move from east to west.",2806,C,False,1,"The text describes astronomical clocks and lunar orbits, which have no relation to the strategic administration of the maritime industry."
Monitoring,2685,8,"so changes and challenges in the future. Although the impact of climate change is not yet visible, monitoring the situation will allow these changes to be signalled and identified as fast as possible.

Because Kinderdijk is closely connected with the hydraulic water system, water management monitors the state of the hydraulic engineering and examines which long term risks could occur over the next 50 years. In 2017 it was found that due to climate change Kinderdijk could not be the only area in the Alblasserwaard which could drain the excess water into the river. Taking preventative measures, such has combining pumping stations, has been anticipated.

Another risk of a sudden change is the collapse in the international market. Kinderdijk is not only financially dependent upon the government, but also on the market. Kinderdijk's position could become very vulnerable if the market were to collapse. This has happened in the last couple of years due to the Corona pandemic.",2762,A,True,5,The text explicitly describes monitoring climate and hydraulic data to identify risks and implement remedial preventative measures.
Monitoring,296,0,"the greenery and the planting in the area is the increase of the average temperature and shifts in the character of the seasons. In the long term this could lead to changes in species and vegetation. This is particularly true for the avenue planting and solitary beeches, which are part of the original planting.

Although on a local level, both dehydration and waterlogging occur as a result of climate change, but these aspects are not a direct threat, because of the proper control of available water resources and the management of the water board. The control of the water resources in the region is currently regulated by the water management infrastructure, the construction of which had already been started in the years of the Society of Benevolence. Water issues are managed adequately by water authorities, and damages caused by the climate, the environment or calamities will be repaired whenever necessary and possible.

All in all, the risks of climate change are adequately regulated.",2248,A,True,2,"The text describes current management and potential risks, but it does not mention the systematic collection or analysis of data to monitor effectiveness."
Monitoring,1886,3,"management and consolidation of the current state of repair.

Owners and operators make sure that management and maintenance are being implemented. The programme office facilitates these parties, e.g. by collecting knowledge and expertise. The siteholder also creates a detailed picture of the state of management and maintenance of the World Heritage Site as a whole by means of the Heritage Monitor.

The Cultural Heritage Agency, the National Restoration Fund and the provinces make funding (subsidies or favourable loans) available, with which, under specific programme conditions, investments can be made for maintaining and strengthening the Outstanding Universal Value, and making it accessible and possible to be experienced.

The national government grants subsidies for maintenance. These can be used to fund part of the costs of maintaining a monument.

Reconstruction

This concerns modest and effective maintenance, based on a maintenance plan, over a period of six years.",16,B,False,4,The text explicitly mentions the use of a 'Heritage Monitor' to create a detailed picture of the state of management and maintenance.
Monitoring,2538,5,"hrough proper control of the Management Plan.

Periodic Reporting to UNESCO

The monitoring provides the input for the Periodic Reporting to UNESCO, which in principle takes place every six years.

9.2 Monitoring system

The World Heritage Office has asked the municipal Research &amp; Statistics Department to assist in drawing up the Amsterdam World Heritage Monitor on the basis of approximately 50 indicators. These indicators relate to buildings, infrastructure, transport and tourism, etc., and are derived from the Periodic Reporting (block 4). The Research &amp; Statistics Department thereby ensures that information for these indicators is made available throughout the city and is bundled, analysed and graphically represented, and provided with an explanation.

Until 2016, the request for monitoring data took place on a biennial basis, but it has since stagnated. Biennial monitoring reports were drawn up until 2016.",6,B,False,5,The text explicitly describes a monitoring system using indicators to collect and analyze data for reporting and management purposes.
Monitoring,66,0,"heritage is propagated through education, information, research, and promotion.
- -Chapter 6 deals with the monitoring programme designed for the management of the site and for reporting developments.

sub-sections

The sub-sections are an integral part of the Management Plan and provide a further elaboration of the management on the OUV per component part. The structure of these sub-sections corresponds with the structure of the main section.

PART ONE: MAIN DOCUMENT

Introduction

Since 2005, drawing up a Management Plan is a requirement of the World Heritage Committee of UNESCO. Management Plans are aimed at upholding the Outstanding Universal Value of World Heritage sites recognised by UNESCO. This involves:

- ≠ The protection, preservation, sustainable maintenance and management of the World Heritage site.
- ≠ The appropriate incorporation of new developments.
- ≠ The propagation of the World Heritage site to society.

Protection is in order and ensured by laws and regulations.",10,B,False,2,"The text mentions the existence of a monitoring programme in Chapter 6, but provides no actual data, analysis, or details regarding the monitoring process itself."
Monitoring,810,0,"g protection in parts of the spatial plans and the spatial and heritage instruments is based on the situation prior to the designation of the OUV, the municipality has the formal obligation to update. This is anticipated in a new zoning plan.

In the adaptive re-use of buildings, the municipality sees opportunities to reinforce the qualities of Veenhuizen.

9

In 2017 the State, the province and the municipality jointly initiated an area-specific study of historical colours in Veenhuizen. The study focused on a better interpretation of the colour schemes applied in Veenhuizen in the past. The findings of the study will be defined in the Handbook Green and Colour

(Handboek Groen en Kleur) Veenhuizen. When carrying out recent maintenance and restoration works, the interim results of the study were already made use of.",1752,C,False,1,"The text discusses spatial planning, adaptive re-use, and historical color research, but contains no mention of data collection for system effectiveness or performance monitoring."
Multi-level management,2112,4,"n of the World Heritage Convention) adapted to the Wadden Sea World Heritage Site by including the elements in each phase. List of trilateral plans, strategies, and action plans to support management. All TWSC management plans, visions, strategies, and action plans can be found in www.waddensea-worldheritage.org.

Implementation

Trilateral visions, policies, and agreements are implemented in the three countries according to their laws, management structures, political frameworks, and cultures. Specific action plans and joint projects assist the implementation on the ground by specifying who, where, when,and how. Inversely, TWSC political decisions are fuelled by local and national approaches and requirements (see the example in Box 2).

Examples of successful joint projects that promoted the development and current implementation of the Sustainable Tourism Strategy are Interreg projects PROWAD 3 , PROWAD LINK 4 , Wadden Agenda and Wadden Agenda 2.0 5 , and NAKUWA 6 .",114,A,True,4,"The text describes a clear multi-level orchestration between trilateral political decisions, national frameworks, and local implementation on the ground."
Multi-level management,2063,4,"the content or the function of existing national or trilateral plans; thus, it is complementary to the Wadden Sea Plan 2010 (further detail about the Plan is presented as the foundation of Chapter 3. Nature Conservation Management).

The SIMP acts as an umbrella for existing plans and policies and provides information on how these are implemented trilaterally for nature conservation management.

1.4 Scope of the SIMP

The focus of the SIMP is the Wadden Sea World Heritage Site and the conservation of its Outstanding Universal Value (OUV, explained in Ch. 2). The SIMP presents (Fig. 2) a clear overview of the nature conservation management structures in Denmark, Germany, and the Netherlands and at the trilateral level, describes how the work is done together. The existing management elements in the context of the management cycle are also presented (as defined in § 111 of the Operational Guidelines for the Implementation of the World Heritage Convention).",200,A,True,3,"The text describes a multi-level governance structure (national, trilateral, and international), but focuses on administrative coordination rather than the specific orchestration of personal, community, and planetary boundary impacts."
Multi-level management,794,0,"on, tuning and escalation will be dealt with by an 'Inter Governmental Committee' (IGC) on the bi-state level.

Administratively, a steering group has been set up under which the Site holders operate. An Advisory Committee for Science, Education and Quality can issue advice to the Site holders as well as to the Colony manager. The parties represented in the steering group have mobilised financial and human resources for the site management. The Site holders ensure the proper management of the World Heritage site as a whole. The Site holders initiate the activities that serve to maintain and improve the quality of the World Heritage site, and also facilitates the communication, coordination, monitoring and periodic reporting. The colony managers are responsible for the preservation and management of the property and also for managing the effects that may arise from a larger area of influence.",18,B,False,2,"The text describes a traditional administrative governance structure rather than the specific integration of personal, community, and planetary boundary management defined in the concept."
Multi-level management,915,1,"the	OUV;
-  drawing	up	the	management	plan;

Table 2 Overview of the national and transnational levels established to coordinate and evaluate activities and the referring paragraphs here in the text.

- ensuring	the	implementation	of	the	management	plan	at	national/state	level	in	accordance	with	the	cycle: planning,	implementation	and	execution,	monitoring,	evaluating	and	adjusting;
- ensuring	compliance	with	the	periodic	(six-year)	reporting	obligations	towards	UNESCO;
- ensuring	 the	 required	 communication,	 harmonisation,	 coordination	 and	 collaboration	 between	 the different	parts	of	the	FRE;
- ensuring,	together	with	all	the	parties	concerned,	the	availability	of	sufficient	resources	for	the	implementation	of	management	measures;
- ensuring	timely	consultation	and	agreement	with	the	steering	group	and,	if	necessary,	with	each	separate member of the steering group, to achieve the administrative safeguarding of the harmonisation required by	UNESCO	in	the	implementation	of	the",19,B,False,2,"The text describes administrative and institutional coordination levels, but lacks the specific focus on personal choices, community actions, and planetary boundaries defined in the concept."
Multi-level management,2041,4,"within a continuous cycle of adaptive management.

In the process of developing the SIMP, five topics were prioritised as of high importance for joint management to maintain the integrity of the Site. Prioritisation of the five key topics was based on recommendations from Wadden Sea's site managers', prioritisation by the Task Group World Heritage, and selection criteria presented in the Leeuwarden Declaration (2018). The criteria are: urgency, direct effect on the OUV, and the need to be addressed at a trilateral level. Additionally, the key topics are mentioned as key threats requiring ongoing attention in the Statement of Outstanding Universal Value adopted by the World Heritage Committee. Pending management tasks and activities are suggested for all key topics based upon proposals from site managers, experts, and policy makers'.",13,B,False,4,"The text describes a layered orchestration of management involving site managers, task groups, and trilateral policy makers to maintain site integrity."
Multi-level management,1879,3,"s specifically developed for the New Dutch Waterline is the explosion sluice [plofsluis] in the Amsterdam-Rhine Canal, which exists nowhere else in the world. Digging of this canal began in 1933, i.e. towards the end of the period in which the New Dutch Waterline was functional. The explosion sluice makes it possible, with a simple action, to tip 40 million kilos of stone or rubble into the canal, thus damming it. This was necessary because otherwise, inundation water in the surrounding polders would flow through the newly-constructed canal.

Plofsluis, an explosion sluice near Nieuwegein

The water authority members prioritise the carrying out of water management tasks. In addition to these tasks, the water authorities are also concerned with ecology, recreation and cultural history, and they work with others to address these issues in a   c  omprehensive manner, in order to safeguard these interests as well.",2281,C,False,2,"The text describes a specific technical heritage feature and general administrative priorities, but lacks the systemic orchestration of personal, community, and planetary boundaries defined in the concept."
Prohibition,2134,4,"the OUV. The enabling environment for each of the five key topics is shown, including basic agreements and common strategies, which constitute a favourable and conductive framework for future action. Finally, activities directed to maintain and enhance the OUV of the Wadden Sea World Heritage, are outlined for all key topics based upon the proposals from site managers, experts, and policy makers. The described activities should be performed within the TWSC in collaboration with the competent authorities and relevant stakeholders. In the implementation of the activities, existing standards are to be maintained or, when necessary, improved upon to preserve and enhance the area's OUV. Implementation of the activities shall in no way lead to lowering of existing environmental standards.

Common to all five key topics' activities are:

-   trilateral exchange of knowledge and best practices for the benefit of nature conservation management;
-   raising awareness/advocacy.",1327,A,True,1,"The text discusses management frameworks, standards, and collaboration, but contains no mention of forbidding actions or edicts."
Prohibition,1288,2,"eption and presentation area.                                                                                                             | 100%        | 100%           | 100%                    |

4.2 THREATS AND RISKS

Introduction

Although many risk-mitigating measures have been organised and implemented, negative influence or threats can never be ruled out completely, both in terms of property-related factors and environmental factors.

The property may be affected or threatened by property-related factors such as:

- Spatial pressure on the Planetarium due to unexpectedly steep increase of visitor numbers. Provisions have been made for this, such as proper maintenance, a sound security system and an already existing visitor management system for limiting the number of visitors and, if necessary, registration via the website.
- Fire: the Planetarium has an automatic detection and extinguishing system, while the fire brigade is very alert where the Planetarium is concerned.",1248,A,True,1,"The text discusses risk management and visitor limits, but does not mention any legal edicts or the act of forbidding."
Prohibition,2315,5,"Act).

Status nationally protected scape

A nationally protected cityscape or villagescape is designated with an instruction pursuant to Article 2.34, paragraph 4 of the Environment and Planning Act. The purport of this instruction is that in the Environmental Plan the function indication of nationally protected cityscape or villagescape is given to the area in question and that the appropriate protection is provided. The Environmental Plan must, among other things, provide for a ban on the demolition of structures, geared to the characteristics of the cityscape or villagescape. If so desired, the assessment rules for an Environmental Plan activity that concern the demolition of a structure can be expanded relative to the limited assessment framework of the General Provisions Act (Wabo).

The parts of the Heritage Regulation relating to protected cityscapes will be included in the basic set of rules of the City of Amsterdam in the context of the entry into force of the Environment and",5,B,False,5,"The text explicitly mentions a 'ban on the demolition of structures' to protect heritage cityscapes, which directly aligns with the definition of prohibition."
Prohibition,1364,2,"ermit and is deemed relevant or necessary by the site holder and the manager of the Planetarium, the permit regime as regulated in the Heritage Act and the Environment and Planning Act is called upon.

Policy 1b - Protected cityscape

Action 1b1 - Permit regime protected cityscape

For every proposed spatial action within the protected cityscape Franeker which requires a permit, the Planetarium site holder will assess to what extent the execution of this spatial action would influence the OUV of the property, and to what extent this influence should be avoided. If desired, the site holder will then assert the result of the abovementioned assessment in the context of the permit regime with regard to the protected cityscape Franeker.

Policy 1c - Property of World Heritage

Action 1c1 - Briefings and training World Heritage

Provide briefings and training for all staff members and stakeholders on the OUV, Integrity and Authenticity of the World Heritage Site and on this Management Plan a",17,B,False,4,"The text discusses a 'permit regime,' which is the administrative mechanism used to enforce prohibitions on unauthorized spatial actions."
Prohibition,1270,2,"ementation Decree Environment and Planning Act. By 2029 at the latest,

After 2029, regulations in the temporary part of the environmental plan will no longer be allowed. This follows from article 22.6, paragraph 3, of the Environment and Planning Act. Consequently, until 2029 the municipality can cancel the regulations from the temporary part and convert them to the new part of the environmental plan. In the context of the conversion, the municipality is allowed to change the regulations, in which case it should, of course, take into account the fact that appropriate protection of the protected cityscape must (continue to) take place. Ultimately, the environmental plan must contain a so-called balanced allocation of functions.

Environment and Planning Act and (World) Heritage

The Environment and Planning Act requires that the municipality must take due account of the importance of the preservation of cultural heritage and the preservation of the Outstanding Universal Value of World",16,B,False,2,"The text mentions that certain regulations will 'no longer be allowed,' which implies a prohibition, but the focus is on administrative planning law rather than heritage-specific prohibitions."
Prohibition,1991,3,"and/or ecological value and enjoy protection as part of the Main Ecological Structure [ Ecologische Hoofdstructuur ], the Natura 2000 area or as a landscape that is valuable to the relevant provinces. The New Dutch Waterline itself also fulfils an   important function as a high-quality green zone for the nearby urban area.

Threat: progressive planting, which increasingly covers open areas, and creating wetlands on the 'safe side', making the system difficult to understand.

Seizing opportunities offered by the protected status of all or parts of the surrounding nature conservation areas in order to protect the Outstanding Universal Value of the New Dutch Waterline. Preventing nature conservation developments from impairing the Outstanding Universal Value by representing the interests of the New Dutch Waterline in a timely fashion in the planning process (Natura 2000/land-use plans of the Main Ecological Structure).",1652,C,False,2,"The text discusses protection and prevention of impairment, which implies restrictive measures, but does not explicitly mention a formal prohibition or edict."
Research,2178,4,"mate, water, sediments, and subsurface; 2) ecology, biodiversity, and spatial processes; 3) cultural heritage, identity, and historical embedding; and 4) economy, society, and sustainable development. Further integral parts of the Trilateral Research Agenda are monitoring; organisation and funding and outreach; communication; and education. The Trilateral Research Agenda 15 was welcomed at the last Trilateral Governmental Conference (Leeuwarden 2018).

To strengthen cooperation with the scientific community a Trilateral Programming Committee on Wadden Sea Research (TPC-WSR) was installed in order to establish a joint programme on research issues relevant to the Wadden Sea World Heritage Site, taking into account the Trilateral Research Agenda. The members of this Committee represent science and policy-management of the three countries.",22,A,True,5,The text explicitly discusses a 'Research Agenda' and the establishment of a 'Programming Committee on Wadden Sea Research' specifically for a World Heritage Site.
Research,2142,4,"14). This should be done in a collaborative approach, well-coordinated with other existing bodies and committees treating fisheries and aquaculture at the international, national, and regional levels.

3 The TWSC together with fishing schools to continue to improve awareness of Wadden Sea World Heritage Site values and vulnerability, scientific basis, location and objectives of closed areas, ecosystem-compatible and sustainable fishing techniques and fishing gear, waste prevention and the potential problems associated with marine litter (e.g., lost gear, dolly ropes), and the importance of fisheries for local and sustainable food security. This can be accompanied by information to the wider public through visitor and information centres, as well as the work of the International Wadden Sea School (IWSS).

4 The TWSC, through the trilateral groups responsible for science and fisheries, to initiate fisheries research projects , including:

- A.",63,A,True,5,The text explicitly mandates the initiation of fisheries research projects through trilateral science groups.
Research,2187,4,"ge of knowledge and experience is carried out with site managers from other Marine World Heritage Sites or mud-flat ecosystems sites to enhance understanding of natural systems and how to manage them.

Challenges and Outlook

The main challenge today is how knowledge creation and exchange can be organised trilaterally and passed to future generations. Furthermore, how diverse target audiences can be actively involved across various topics and governance structures.

New forms of cross-sector collaborations could be developed to foster knowledge exchange trilaterally (such as 'communities of practice', which are organised groups of people that collaborate regularly to share information, improve skills, and work on advancing knowledge on a specific topic of common interest). In addition, enhanced use of appropriate technologies could be considered to support effective and positive experiences during exchange and collaboration (such as knowledge bases, expert systems, information technolo",5,B,False,4,"The text focuses heavily on knowledge creation, exchange, and the systematic advancement of understanding regarding natural systems management."
Research,252,0,"y and Research (WUR). The aim is to develop knowledge about the use of heritage values as a resource for innovative solutions and approaches to current local, regional, national and global issues.

4.12 MAINTAINING CONSENSUS

Consensus in decision-making is the basic principle of the collaboration of the state parties that submit the nomination. So far, this has proved to be a very workable model, and the parties will continue in similar fashion following nomination. The organisational model contains a joint management Committee (the steering group Colonies of Benevolence) and an Intergovernmental Committee for issues on a bi-state level. Moreover, the Advisory Committee for Science, Education and Quality can advise the steering group. If, despite working on the basis of consensus, discussions arise between the State Parties, the Site holders and the steering group about matters affecting the OUV, such matters will be referred to the IGC (bi-state level).",6,B,False,2,"The text mentions 'Research' and an 'Advisory Committee for Science' in passing, but the primary focus is on governance and consensus-building."
Research,4,0,"| Qualitative description                 |   69 |       | programme level                                   | 107 |
| 1.1.1                   | Asignificant and large-scale            |      | 4.7   | Organisation per Component part direction and     | 108 |
|                         | social experiment                       |   69 | 4.7.1 | Administrative                                    |     |
| 1.1.2                   | Newcultural landscapes                  |   70 |       | frameworks                                        | 108 |
| 1.1.3                   | Poverty reduction through domestic      |      |       | Organisational structure at a                     |     |
|                         |                                         |      | 4.7.2 |                                                   |     |
|                         | colonies                                |   70 |       | Component part level                              | 109 |
| 1.1.",15,B,False,1,"The text consists of fragmented table data regarding social experiments and administrative frameworks, with no mention of systematic investigation or research."
